sku_id,product_name,category,is_assembly_required
SKU-FURN-00388,Furnitur Kayu Olahan 943,Bed,True
SKU-FURN-00389,Furnitur Kayu Olahan 715,Kursi Kerja,True
SKU-FURN-00390,Furnitur Kayu Olahan 326,Kursi Kerja,True
SKU-FURN-00391,Furnitur Kayu Olahan 389,Office Chair,True
SKU-FURN-00392,Hiasan Meja / Karpet Aesthetic 82,Dekorasi,False
SKU-FURN-00393,Hiasan Meja / Karpet Aesthetic 18,Dekorasi,False
SKU-FURN-00394,Sofa Japandi Minimalis 560,Sofa,True
SKU-FURN-00395,Sofa Japandi Minimalis 145,sofabed,True
SKU-FURN-00396,Furnitur Kayu Olahan 281,Lemari,True
SKU-FURN-00397,Furnitur Kayu Olahan 979,Office Chair,True
SKU-FURN-00398,Furnitur Kayu Olahan 868,Wardrobe,True
SKU-FURN-00399,Furnitur Kayu Olahan 813,Lemari,True
SKU-FURN-00400,Sofa Japandi Minimalis 291,Sofa,True
SKU-FURN-00401,Furnitur Kayu Olahan 937,Bed,True
SKU-FURN-00402,Hiasan Meja / Karpet Aesthetic 48,Dekorasi,False
SKU-FURN-00403,Sofa Japandi Minimalis 320,Sofa,False
SKU-FURN-00404,Furnitur Kayu Olahan 124,Lemari,True
SKU-FURN-00405,Hiasan Meja / Karpet Aesthetic 13,Dekorasi,False
SKU-FURN-00406,Furnitur Kayu Olahan 150,Lemari,True
SKU-FURN-00407,Furnitur Kayu Olahan 571,Kursi Kerja,True
SKU-FURN-00408,Furnitur Kayu Olahan 571,Office Chair,True
SKU-FURN-00409,Sofa Japandi Minimalis 922,sofabed,True
SKU-FURN-00410,Sofa Japandi Minimalis 448,sofabed,True
SKU-FURN-00411,Furnitur Kayu Olahan 743,Kursi Kerja,True
SKU-FURN-00412,Furnitur Kayu Olahan 104,lmri,True
SKU-FURN-00413,Furnitur Kayu Olahan 975,Wardrobe,True
SKU-FURN-00414,Furnitur Kayu Olahan 185,Office Chair,True
SKU-FURN-00415,Hiasan Meja / Karpet Aesthetic 14,Dekorasi,False
SKU-FURN-00416,Sofa Japandi Minimalis 271,sofabed,False
SKU-FURN-00417,Furnitur Kayu Olahan 472,Lemari,True
SKU-FURN-00418,Furnitur Kayu Olahan 417,Bed,True
SKU-FURN-00419,Furnitur Kayu Olahan 916,Bed,True
SKU-FURN-00420,Sofa Japandi Minimalis 426,sofabed,False
SKU-FURN-00421,Furnitur Kayu Olahan 173,Kursi Kerja,True
SKU-FURN-00422,Furnitur Kayu Olahan 741,Lemari,True
SKU-FURN-00423,Furnitur Kayu Olahan 485,Bed,True
SKU-FURN-00424,Furnitur Kayu Olahan 180,Wardrobe,True
SKU-FURN-00425,Furnitur Kayu Olahan 880,Office Chair,True
SKU-FURN-00426,Sofa Japandi Minimalis 967,Sofa,True
SKU-FURN-00427,Furnitur Kayu Olahan 174,Lemari,True
SKU-FURN-00428,Furnitur Kayu Olahan 261,Dining Table,True
SKU-FURN-00429,Furnitur Kayu Olahan 553,Bed,True
SKU-FURN-00430,Furnitur Kayu Olahan 900,Meja Makan,True
SKU-FURN-00431,Furnitur Kayu Olahan 408,Office Chair,True
SKU-FURN-00432,Furnitur Kayu Olahan 560,Meja Makan,True
SKU-FURN-00433,Furnitur Kayu Olahan 940,Kursi Kerja,True
SKU-FURN-00434,Furnitur Kayu Olahan 933,Wardrobe,True
SKU-FURN-00435,Furnitur Kayu Olahan 112,lmri,True
SKU-FURN-00436,Sofa Japandi Minimalis 894,Sofa,False
SKU-FURN-00437,Sofa Japandi Minimalis 414,Sofa,True
SKU-FURN-00438,Furnitur Kayu Olahan 931,Kursi Kerja,True
SKU-FURN-00439,Sofa Japandi Minimalis 822,Sofa,False
SKU-FURN-00440,Sofa Japandi Minimalis 317,Sofa,False
SKU-FURN-00441,Furnitur Kayu Olahan 389,Wardrobe,True
SKU-FURN-00442,Furnitur Kayu Olahan 122,Wardrobe,True
SKU-FURN-00443,Hiasan Meja / Karpet Aesthetic 49,Dekorasi,False
SKU-FURN-00444,Sofa Japandi Minimalis 762,Sofa,True
SKU-FURN-00445,Furnitur Kayu Olahan 407,Wardrobe,True
SKU-FURN-00446,Furnitur Kayu Olahan 349,Lemari,True
SKU-FURN-00447,Furnitur Kayu Olahan 890,Wardrobe,True
SKU-FURN-00448,Furnitur Kayu Olahan 916,Lemari,True
SKU-FURN-00449,Furnitur Kayu Olahan 188,Wardrobe,True
SKU-FURN-00450,Furnitur Kayu Olahan 441,Meja Makan,True
SKU-FURN-00451,Furnitur Kayu Olahan 246,Kursi Kerja,True
SKU-FURN-00452,Furnitur Kayu Olahan 208,Lemari,True
SKU-FURN-00453,Furnitur Kayu Olahan 418,Office Chair,True
SKU-FURN-00454,Sofa Japandi Minimalis 250,Sofa,True
SKU-FURN-00455,Hiasan Meja / Karpet Aesthetic 92,Dekorasi,False
SKU-FURN-00456,Furnitur Kayu Olahan 757,Wardrobe,True
SKU-FURN-00457,Hiasan Meja / Karpet Aesthetic 75,Dekorasi,False
SKU-FURN-00458,Furnitur Kayu Olahan 831,Wardrobe,True
SKU-FURN-00459,Furnitur Kayu Olahan 689,Meja Makan,True
SKU-FURN-00460,Furnitur Kayu Olahan 286,Meja Makan,True
SKU-FURN-00461,Furnitur Kayu Olahan 318,Kursi Kerja,True
SKU-FURN-00462,Furnitur Kayu Olahan 328,Meja Makan,True
SKU-FURN-00463,Furnitur Kayu Olahan 192,Office Chair,True
SKU-FURN-00464,Furnitur Kayu Olahan 459,Office Chair,True
SKU-FURN-00465,Sofa Japandi Minimalis 271,Sofa,False
SKU-FURN-00466,Hiasan Meja / Karpet Aesthetic 21,Dekorasi,False
SKU-FURN-00467,Furnitur Kayu Olahan 108,Wardrobe,True
SKU-FURN-00468,Furnitur Kayu Olahan 621,Kursi Kerja,True
SKU-FURN-00469,Sofa Japandi Minimalis 892,sofabed,True
SKU-FURN-00470,Furnitur Kayu Olahan 266,Lemari,True
SKU-FURN-00471,Sofa Japandi Minimalis 236,sofabed,False
SKU-FURN-00472,Furnitur Kayu Olahan 616,Kursi Kerja,True
SKU-FURN-00473,Furnitur Kayu Olahan 994,lmri,True
SKU-FURN-00474,Furnitur Kayu Olahan 532,Lemari,True
SKU-FURN-00475,Furnitur Kayu Olahan 775,lmri,True
SKU-FURN-00476,Hiasan Meja / Karpet Aesthetic 36,Dekorasi,False
SKU-FURN-00477,Furnitur Kayu Olahan 155,Lemari,True
SKU-FURN-00478,Sofa Japandi Minimalis 698,Sofa,True
SKU-FURN-00479,Furnitur Kayu Olahan 291,Office Chair,True
SKU-FURN-00480,Sofa Japandi Minimalis 400,Sofa,False
SKU-FURN-00481,Sofa Japandi Minimalis 732,sofabed,False
SKU-FURN-00482,Sofa Japandi Minimalis 894,sofabed,False
SKU-FURN-00483,Furnitur Kayu Olahan 276,Wardrobe,True
SKU-FURN-00484,Furnitur Kayu Olahan 219,Lemari,True
SKU-FURN-00485,Furnitur Kayu Olahan 988,Office Chair,True
SKU-FURN-00486,Furnitur Kayu Olahan 251,Office Chair,True
SKU-FURN-00487,Furnitur Kayu Olahan 996,Office Chair,True
SKU-FURN-00488,Hiasan Meja / Karpet Aesthetic 40,Dekorasi,False
SKU-FURN-00489,Furnitur Kayu Olahan 317,Kursi Kerja,True
SKU-FURN-00490,Furnitur Kayu Olahan 941,Lemari,True
SKU-FURN-00491,Sofa Japandi Minimalis 598,Sofa,False
SKU-FURN-00492,Sofa Japandi Minimalis 198,sofabed,True
SKU-FURN-00493,Sofa Japandi Minimalis 727,Sofa,False
SKU-FURN-00494,Furnitur Kayu Olahan 685,Meja Makan,True
SKU-FURN-00495,Hiasan Meja / Karpet Aesthetic 76,Dekorasi,False
SKU-FURN-00496,Furnitur Kayu Olahan 918,Lemari,True
SKU-FURN-00497,Sofa Japandi Minimalis 154,sofabed,True
SKU-FURN-00498,Sofa Japandi Minimalis 825,Sofa,False
SKU-FURN-00499,Sofa Japandi Minimalis 706,Sofa,True
SKU-FURN-00500,Sofa Japandi Minimalis 772,Sofa,False
SKU-FURN-00501,Furnitur Kayu Olahan 356,Office Chair,True
SKU-FURN-00502,Furnitur Kayu Olahan 250,lmri,True
SKU-FURN-00503,Furnitur Kayu Olahan 749,Meja Makan,True
SKU-FURN-00504,Sofa Japandi Minimalis 591,sofabed,True
SKU-FURN-00505,Furnitur Kayu Olahan 382,Wardrobe,True
SKU-FURN-00506,Furnitur Kayu Olahan 618,Office Chair,True
SKU-FURN-00507,Sofa Japandi Minimalis 697,Sofa,False
SKU-FURN-00508,Furnitur Kayu Olahan 250,Lemari,True
SKU-FURN-00509,Sofa Japandi Minimalis 700,Sofa,False
SKU-FURN-00510,Furnitur Kayu Olahan 337,Office Chair,True
SKU-FURN-00511,Furnitur Kayu Olahan 745,Wardrobe,True
SKU-FURN-00512,Hiasan Meja / Karpet Aesthetic 29,Dekorasi,False
SKU-FURN-00513,Furnitur Kayu Olahan 781,Kursi Kerja,True
SKU-FURN-00514,Furnitur Kayu Olahan 370,Office Chair,True
SKU-FURN-00515,Sofa Japandi Minimalis 963,Sofa,False
SKU-FURN-00516,Furnitur Kayu Olahan 704,Bed,True
SKU-FURN-00517,Furnitur Kayu Olahan 746,Kursi Kerja,True
SKU-FURN-00518,Furnitur Kayu Olahan 810,Dining Table,True
SKU-FURN-00519,Furnitur Kayu Olahan 655,Lemari,True
SKU-FURN-00520,Hiasan Meja / Karpet Aesthetic 92,Dekorasi,False
SKU-FURN-00521,Furnitur Kayu Olahan 554,Lemari,True
SKU-FURN-00522,Sofa Japandi Minimalis 670,Sofa,False
SKU-FURN-00523,Sofa Japandi Minimalis 739,Sofa,True
SKU-FURN-00524,Furnitur Kayu Olahan 714,Office Chair,True
SKU-FURN-00525,Hiasan Meja / Karpet Aesthetic 56,Dekorasi,False
SKU-FURN-00526,Hiasan Meja / Karpet Aesthetic 37,Dekorasi,False
SKU-FURN-00527,Furnitur Kayu Olahan 768,lmri,True
SKU-FURN-00528,Furnitur Kayu Olahan 665,Office Chair,True
SKU-FURN-00529,Furnitur Kayu Olahan 876,Kursi Kerja,True
SKU-FURN-00530,Hiasan Meja / Karpet Aesthetic 26,Dekorasi,False
SKU-FURN-00531,Hiasan Meja / Karpet Aesthetic 75,Dekorasi,False
SKU-FURN-00532,Hiasan Meja / Karpet Aesthetic 71,Dekorasi,False
SKU-FURN-00533,Furnitur Kayu Olahan 333,Bed,True
SKU-FURN-00534,Furnitur Kayu Olahan 816,Meja Makan,True
SKU-FURN-00535,Hiasan Meja / Karpet Aesthetic 31,Dekorasi,False
SKU-FURN-00536,Furnitur Kayu Olahan 537,Kursi Kerja,True
SKU-FURN-00537,Hiasan Meja / Karpet Aesthetic 79,Dekorasi,False
SKU-FURN-00538,Hiasan Meja / Karpet Aesthetic 26,Dekorasi,False
SKU-FURN-00539,Hiasan Meja / Karpet Aesthetic 56,Dekorasi,False
SKU-FURN-00540,Furnitur Kayu Olahan 178,Kursi Kerja,True
SKU-FURN-00541,Hiasan Meja / Karpet Aesthetic 61,Dekorasi,False
SKU-FURN-00542,Furnitur Kayu Olahan 333,Lemari,True
SKU-FURN-00543,Furnitur Kayu Olahan 132,Bed,True
SKU-FURN-00544,Furnitur Kayu Olahan 484,Meja Makan,True
SKU-FURN-00545,Furnitur Kayu Olahan 726,Office Chair,True
SKU-FURN-00546,Furnitur Kayu Olahan 997,Wardrobe,True
SKU-FURN-00547,Furnitur Kayu Olahan 290,Wardrobe,True
SKU-FURN-00548,Furnitur Kayu Olahan 818,Dining Table,True
SKU-FURN-00549,Hiasan Meja / Karpet Aesthetic 19,Dekorasi,False
SKU-FURN-00550,Sofa Japandi Minimalis 119,Sofa,False
SKU-FURN-00551,Sofa Japandi Minimalis 789,sofabed,True
SKU-FURN-00552,Furnitur Kayu Olahan 857,Lemari,True
SKU-FURN-00553,Hiasan Meja / Karpet Aesthetic 69,Dekorasi,False
SKU-FURN-00554,Sofa Japandi Minimalis 135,Sofa,False
SKU-FURN-00555,Furnitur Kayu Olahan 374,lmri,True
SKU-FURN-00556,Furnitur Kayu Olahan 316,Office Chair,True
SKU-FURN-00557,Sofa Japandi Minimalis 827,sofabed,True
SKU-FURN-00558,Furnitur Kayu Olahan 320,Kursi Kerja,True
SKU-FURN-00559,Furnitur Kayu Olahan 688,Wardrobe,True
SKU-FURN-00560,Hiasan Meja / Karpet Aesthetic 74,Dekorasi,False
SKU-FURN-00561,Furnitur Kayu Olahan 203,Wardrobe,True
SKU-FURN-00562,Hiasan Meja / Karpet Aesthetic 84,Dekorasi,False
SKU-FURN-00563,Sofa Japandi Minimalis 240,Sofa,True
SKU-FURN-00564,Hiasan Meja / Karpet Aesthetic 79,Dekorasi,False
SKU-FURN-00565,Furnitur Kayu Olahan 628,Meja Makan,True
SKU-FURN-00566,Furnitur Kayu Olahan 933,Kursi Kerja,True
SKU-FURN-00567,Sofa Japandi Minimalis 225,Sofa,False
SKU-FURN-00568,Furnitur Kayu Olahan 990,Meja Makan,True
SKU-FURN-00569,Furnitur Kayu Olahan 465,Kursi Kerja,True
SKU-FURN-00570,Furnitur Kayu Olahan 949,Lemari,True
SKU-FURN-00571,Sofa Japandi Minimalis 952,Sofa,False
SKU-FURN-00572,Furnitur Kayu Olahan 917,Dining Table,True
SKU-FURN-00573,Hiasan Meja / Karpet Aesthetic 27,Dekorasi,False
SKU-FURN-00574,Furnitur Kayu Olahan 482,Lemari,True
SKU-FURN-00575,Sofa Japandi Minimalis 883,sofabed,True
SKU-FURN-00576,Sofa Japandi Minimalis 232,Sofa,False
SKU-FURN-00577,Hiasan Meja / Karpet Aesthetic 75,Dekorasi,False
SKU-FURN-00578,Furnitur Kayu Olahan 992,Dining Table,True
SKU-FURN-00579,Hiasan Meja / Karpet Aesthetic 65,Dekorasi,False
SKU-FURN-00580,Furnitur Kayu Olahan 580,Wardrobe,True
SKU-FURN-00581,Furnitur Kayu Olahan 614,Meja Makan,True
SKU-FURN-00582,Sofa Japandi Minimalis 204,sofabed,False
SKU-FURN-00583,Furnitur Kayu Olahan 735,Meja Makan,True
SKU-FURN-00584,Furnitur Kayu Olahan 489,Lemari,True
SKU-FURN-00585,Furnitur Kayu Olahan 471,Lemari,True
SKU-FURN-00586,Furnitur Kayu Olahan 719,Wardrobe,True
SKU-FURN-00587,Hiasan Meja / Karpet Aesthetic 96,Dekorasi,False
SKU-FURN-00588,Furnitur Kayu Olahan 274,Kursi Kerja,True
SKU-FURN-00589,Furnitur Kayu Olahan 505,Office Chair,True
SKU-FURN-00590,Furnitur Kayu Olahan 418,Meja Makan,True
SKU-FURN-00591,Furnitur Kayu Olahan 145,Kursi Kerja,True
SKU-FURN-00592,Furnitur Kayu Olahan 257,Meja Makan,True
SKU-FURN-00593,Furnitur Kayu Olahan 110,Bed,True
SKU-FURN-00594,Furnitur Kayu Olahan 225,Dining Table,True
SKU-FURN-00595,Furnitur Kayu Olahan 304,Wardrobe,True
SKU-FURN-00596,Furnitur Kayu Olahan 140,Lemari,True
SKU-FURN-00597,Sofa Japandi Minimalis 700,sofabed,False
SKU-FURN-00598,Hiasan Meja / Karpet Aesthetic 70,Dekorasi,False
SKU-FURN-00599,Furnitur Kayu Olahan 123,Lemari,True
SKU-FURN-00600,Furnitur Kayu Olahan 889,Lemari,True
SKU-FURN-00601,Hiasan Meja / Karpet Aesthetic 60,Dekorasi,False
SKU-FURN-00602,Furnitur Kayu Olahan 474,Wardrobe,True
SKU-FURN-00603,Furnitur Kayu Olahan 205,Meja Makan,True
SKU-FURN-00604,Hiasan Meja / Karpet Aesthetic 43,Dekorasi,False
SKU-FURN-00605,Furnitur Kayu Olahan 172,Kursi Kerja,True
SKU-FURN-00606,Furnitur Kayu Olahan 954,Lemari,True
SKU-FURN-00607,Furnitur Kayu Olahan 512,Office Chair,True
SKU-FURN-00608,Sofa Japandi Minimalis 865,Sofa,False
SKU-FURN-00609,Hiasan Meja / Karpet Aesthetic 20,Dekorasi,False
SKU-FURN-00610,Furnitur Kayu Olahan 956,Office Chair,True
SKU-FURN-00611,Sofa Japandi Minimalis 962,Sofa,True
SKU-FURN-00612,Hiasan Meja / Karpet Aesthetic 59,Dekorasi,False
SKU-FURN-00613,Furnitur Kayu Olahan 687,Lemari,True
SKU-FURN-00614,Furnitur Kayu Olahan 538,Wardrobe,True
SKU-FURN-00615,Hiasan Meja / Karpet Aesthetic 42,Dekorasi,False
SKU-FURN-00616,Furnitur Kayu Olahan 977,Dining Table,True
SKU-FURN-00617,Hiasan Meja / Karpet Aesthetic 78,Dekorasi,False
SKU-FURN-00618,Furnitur Kayu Olahan 875,Bed,True
SKU-FURN-00619,Furnitur Kayu Olahan 588,Meja Makan,True
SKU-FURN-00620,Sofa Japandi Minimalis 332,Sofa,True
SKU-FURN-00621,Furnitur Kayu Olahan 875,Lemari,True
SKU-FURN-00622,Furnitur Kayu Olahan 168,Meja Makan,True
SKU-FURN-00623,Sofa Japandi Minimalis 169,Sofa,True
SKU-FURN-00624,Furnitur Kayu Olahan 549,Bed,True
SKU-FURN-00625,Furnitur Kayu Olahan 696,lmri,True
SKU-FURN-00626,Furnitur Kayu Olahan 775,Office Chair,True
SKU-FURN-00627,Furnitur Kayu Olahan 990,Meja Makan,True
SKU-FURN-00628,Furnitur Kayu Olahan 718,Office Chair,True
SKU-FURN-00629,Furnitur Kayu Olahan 116,Bed,True
SKU-FURN-00630,Furnitur Kayu Olahan 103,lmri,True
SKU-FURN-00631,Furnitur Kayu Olahan 690,Office Chair,True
SKU-FURN-00632,Hiasan Meja / Karpet Aesthetic 25,Dekorasi,False
SKU-FURN-00633,Furnitur Kayu Olahan 531,Wardrobe,True
SKU-FURN-00634,Furnitur Kayu Olahan 976,Kursi Kerja,True
SKU-FURN-00635,Hiasan Meja / Karpet Aesthetic 10,Dekorasi,False
SKU-FURN-00636,Furnitur Kayu Olahan 553,Bed,True
SKU-FURN-00637,Furnitur Kayu Olahan 539,Meja Makan,True
SKU-FURN-00638,Furnitur Kayu Olahan 915,Office Chair,True
SKU-FURN-00639,Furnitur Kayu Olahan 254,Bed,True
SKU-FURN-00640,Sofa Japandi Minimalis 488,Sofa,True
SKU-FURN-00641,Furnitur Kayu Olahan 813,Meja Makan,True
SKU-FURN-00642,Hiasan Meja / Karpet Aesthetic 32,Dekorasi,False
SKU-FURN-00643,Furnitur Kayu Olahan 382,Kursi Kerja,True
SKU-FURN-00644,Hiasan Meja / Karpet Aesthetic 16,Dekorasi,False
SKU-FURN-00645,Furnitur Kayu Olahan 533,Dining Table,True
SKU-FURN-00646,Furnitur Kayu Olahan 474,Kursi Kerja,True
SKU-FURN-00647,Furnitur Kayu Olahan 983,Office Chair,True
SKU-FURN-00648,Furnitur Kayu Olahan 250,lmri,True
SKU-FURN-00649,Furnitur Kayu Olahan 709,lmri,True
SKU-FURN-00650,Furnitur Kayu Olahan 660,Meja Makan,True
SKU-FURN-00651,Furnitur Kayu Olahan 887,Meja Makan,True
SKU-FURN-00652,Furnitur Kayu Olahan 770,Office Chair,True
SKU-FURN-00653,Furnitur Kayu Olahan 240,Office Chair,True
SKU-FURN-00654,Furnitur Kayu Olahan 482,Kursi Kerja,True
SKU-FURN-00655,Sofa Japandi Minimalis 857,Sofa,True
SKU-FURN-00656,Furnitur Kayu Olahan 111,Lemari,True
SKU-FURN-00657,Furnitur Kayu Olahan 564,Wardrobe,True
SKU-FURN-00658,Sofa Japandi Minimalis 952,Sofa,False
SKU-FURN-00659,Sofa Japandi Minimalis 216,Sofa,False
SKU-FURN-00660,Furnitur Kayu Olahan 527,Dining Table,True
SKU-FURN-00661,Furnitur Kayu Olahan 206,Lemari,True
SKU-FURN-00662,Furnitur Kayu Olahan 182,Lemari,True
SKU-FURN-00663,Furnitur Kayu Olahan 213,Lemari,True
SKU-FURN-00664,Furnitur Kayu Olahan 535,Wardrobe,True
SKU-FURN-00665,Furnitur Kayu Olahan 965,Lemari,True
SKU-FURN-00666,Sofa Japandi Minimalis 639,Sofa,False
SKU-FURN-00667,Sofa Japandi Minimalis 836,Sofa,False
SKU-FURN-00668,Furnitur Kayu Olahan 822,Dining Table,True
SKU-FURN-00669,Hiasan Meja / Karpet Aesthetic 54,Dekorasi,False
SKU-FURN-00670,Hiasan Meja / Karpet Aesthetic 26,Dekorasi,False
SKU-FURN-00671,Furnitur Kayu Olahan 655,Kursi Kerja,True
SKU-FURN-00672,Furnitur Kayu Olahan 945,Meja Makan,True
SKU-FURN-00673,Hiasan Meja / Karpet Aesthetic 39,Dekorasi,False
SKU-FURN-00674,Furnitur Kayu Olahan 733,Lemari,True
SKU-FURN-00675,Furnitur Kayu Olahan 359,Kursi Kerja,True
SKU-FURN-00676,Furnitur Kayu Olahan 211,Office Chair,True
SKU-FURN-00677,Furnitur Kayu Olahan 624,lmri,True
SKU-FURN-00678,Sofa Japandi Minimalis 553,Sofa,False
SKU-FURN-00679,Furnitur Kayu Olahan 713,Dining Table,True
SKU-FURN-00680,Furnitur Kayu Olahan 242,Meja Makan,True
SKU-FURN-00681,Hiasan Meja / Karpet Aesthetic 12,Dekorasi,False
SKU-FURN-00682,Furnitur Kayu Olahan 211,Kursi Kerja,True
SKU-FURN-00683,Furnitur Kayu Olahan 552,Dining Table,True
SKU-FURN-00684,Furnitur Kayu Olahan 486,Office Chair,True
SKU-FURN-00685,Hiasan Meja / Karpet Aesthetic 41,Dekorasi,False
SKU-FURN-00686,Sofa Japandi Minimalis 401,sofabed,True
SKU-FURN-00687,Furnitur Kayu Olahan 506,Kursi Kerja,True
SKU-FURN-00688,Furnitur Kayu Olahan 367,Kursi Kerja,True
SKU-FURN-00689,Furnitur Kayu Olahan 881,Kursi Kerja,True
SKU-FURN-00690,Sofa Japandi Minimalis 776,Sofa,False
SKU-FURN-00691,Furnitur Kayu Olahan 769,Meja Makan,True
SKU-FURN-00692,Hiasan Meja / Karpet Aesthetic 91,Dekorasi,False
SKU-FURN-00693,Sofa Japandi Minimalis 317,sofabed,False
SKU-FURN-00694,Sofa Japandi Minimalis 413,Sofa,True
SKU-FURN-00695,Sofa Japandi Minimalis 140,sofabed,False
SKU-FURN-00696,Furnitur Kayu Olahan 459,Meja Makan,True
SKU-FURN-00697,Sofa Japandi Minimalis 525,sofabed,False
SKU-FURN-00698,Furnitur Kayu Olahan 674,Lemari,True
SKU-FURN-00699,Furnitur Kayu Olahan 576,Dining Table,True
SKU-FURN-00700,Furnitur Kayu Olahan 322,Wardrobe,True
SKU-FURN-00701,Furnitur Kayu Olahan 860,Meja Makan,True
SKU-FURN-00702,Furnitur Kayu Olahan 241,Lemari,True
SKU-FURN-00703,Furnitur Kayu Olahan 514,Office Chair,True
SKU-FURN-00704,Furnitur Kayu Olahan 443,Bed,True
SKU-FURN-00705,Sofa Japandi Minimalis 410,Sofa,True
SKU-FURN-00706,Furnitur Kayu Olahan 877,Meja Makan,True
SKU-FURN-00707,Furnitur Kayu Olahan 661,Office Chair,True
SKU-FURN-00708,Sofa Japandi Minimalis 810,Sofa,False
SKU-FURN-00709,Furnitur Kayu Olahan 994,Wardrobe,True
SKU-FURN-00710,Hiasan Meja / Karpet Aesthetic 84,Dekorasi,False
SKU-FURN-00711,Furnitur Kayu Olahan 763,lmri,True
SKU-FURN-00712,Furnitur Kayu Olahan 519,Kursi Kerja,True
SKU-FURN-00713,Furnitur Kayu Olahan 934,Dining Table,True
SKU-FURN-00714,Hiasan Meja / Karpet Aesthetic 66,Dekorasi,False
SKU-FURN-00715,Furnitur Kayu Olahan 351,Lemari,True
SKU-FURN-00716,Furnitur Kayu Olahan 507,Office Chair,True
SKU-FURN-00717,Sofa Japandi Minimalis 949,Sofa,True
SKU-FURN-00718,Furnitur Kayu Olahan 864,Office Chair,True
SKU-FURN-00719,Furnitur Kayu Olahan 371,Bed,True
SKU-FURN-00720,Furnitur Kayu Olahan 353,Kursi Kerja,True
SKU-FURN-00721,Furnitur Kayu Olahan 508,Lemari,True
SKU-FURN-00722,Hiasan Meja / Karpet Aesthetic 98,Dekorasi,False
SKU-FURN-00723,Furnitur Kayu Olahan 163,Wardrobe,True
SKU-FURN-00724,Furnitur Kayu Olahan 735,Meja Makan,True
SKU-FURN-00725,Hiasan Meja / Karpet Aesthetic 61,Dekorasi,False
SKU-FURN-00726,Furnitur Kayu Olahan 699,Kursi Kerja,True
SKU-FURN-00727,Furnitur Kayu Olahan 691,Kursi Kerja,True
SKU-FURN-00728,Furnitur Kayu Olahan 614,lmri,True
SKU-FURN-00729,Hiasan Meja / Karpet Aesthetic 96,Dekorasi,False
SKU-FURN-00730,Furnitur Kayu Olahan 400,Bed,True
SKU-FURN-00731,Furnitur Kayu Olahan 844,Meja Makan,True
SKU-FURN-00732,Furnitur Kayu Olahan 194,Dining Table,True
SKU-FURN-00733,Furnitur Kayu Olahan 810,Kursi Kerja,True
SKU-FURN-00734,Furnitur Kayu Olahan 470,lmri,True
SKU-FURN-00735,Furnitur Kayu Olahan 856,Office Chair,True
SKU-FURN-00736,Sofa Japandi Minimalis 512,Sofa,False
SKU-FURN-00737,Furnitur Kayu Olahan 881,Meja Makan,True
SKU-FURN-00738,Furnitur Kayu Olahan 735,Kursi Kerja,True
SKU-FURN-00739,Furnitur Kayu Olahan 424,Meja Makan,True
SKU-FURN-00740,Sofa Japandi Minimalis 123,sofabed,True
SKU-FURN-00741,Hiasan Meja / Karpet Aesthetic 73,Dekorasi,False
SKU-FURN-00742,Sofa Japandi Minimalis 276,Sofa,True
SKU-FURN-00743,Furnitur Kayu Olahan 421,lmri,True
SKU-FURN-00744,Hiasan Meja / Karpet Aesthetic 23,Dekorasi,False
SKU-FURN-00745,Furnitur Kayu Olahan 372,Meja Makan,True
SKU-FURN-00746,Sofa Japandi Minimalis 912,Sofa,True
SKU-FURN-00747,Furnitur Kayu Olahan 646,Kursi Kerja,True
SKU-FURN-00748,Furnitur Kayu Olahan 327,Kursi Kerja,True
SKU-FURN-00749,Furnitur Kayu Olahan 665,Bed,True
SKU-FURN-00750,Sofa Japandi Minimalis 213,Sofa,False
SKU-FURN-00751,Furnitur Kayu Olahan 144,Office Chair,True
SKU-FURN-00752,Sofa Japandi Minimalis 212,Sofa,True
SKU-FURN-00753,Furnitur Kayu Olahan 774,Lemari,True
SKU-FURN-00754,Furnitur Kayu Olahan 712,Kursi Kerja,True
SKU-FURN-00755,Furnitur Kayu Olahan 928,Office Chair,True
SKU-FURN-00756,Hiasan Meja / Karpet Aesthetic 64,Dekorasi,False
SKU-FURN-00757,Furnitur Kayu Olahan 441,Meja Makan,True
SKU-FURN-00758,Furnitur Kayu Olahan 516,Lemari,True
SKU-FURN-00759,Furnitur Kayu Olahan 402,Office Chair,True
SKU-FURN-00760,Furnitur Kayu Olahan 402,Wardrobe,True
SKU-FURN-00761,Sofa Japandi Minimalis 387,Sofa,True
SKU-FURN-00762,Sofa Japandi Minimalis 203,Sofa,False
SKU-FURN-00763,Sofa Japandi Minimalis 923,Sofa,True
SKU-FURN-00764,Furnitur Kayu Olahan 178,Wardrobe,True
SKU-FURN-00765,Furnitur Kayu Olahan 556,Dining Table,True
SKU-FURN-00766,Sofa Japandi Minimalis 817,Sofa,False
SKU-FURN-00767,Furnitur Kayu Olahan 392,Office Chair,True
SKU-FURN-00768,Furnitur Kayu Olahan 621,Meja Makan,True
SKU-FURN-00769,Furnitur Kayu Olahan 316,Wardrobe,True
SKU-FURN-00770,Furnitur Kayu Olahan 156,Meja Makan,True
SKU-FURN-00771,Furnitur Kayu Olahan 606,Office Chair,True
SKU-FURN-00772,Furnitur Kayu Olahan 352,Wardrobe,True
SKU-FURN-00773,Furnitur Kayu Olahan 806,Kursi Kerja,True
SKU-FURN-00774,Sofa Japandi Minimalis 420,sofabed,False
